User-ID,ISBN,Book-Rating
2033,0886777127,8
2033,0886777151,9
2033,0886777208,10
2033,0886777550,8
2033,0886777593,8
2033,0886777739,10
2033,0886778603,10
2033,0889652066,8
2033,0894716174,9
2033,0895295458,5
2033,0895779129,6
2033,0912500522,10
2033,0912500867,10
2033,0920668372,10
2033,0965921506,10
2033,0965987302,10
2033,1556432151,10
2033,1558506438,9
2033,1559274581,7
2033,156305700x,7
2033,1841490490,8
2033,1891400495,10
2110,0060987529,7
2110,0064472779,8
2110,0140022651,10
2110,0142302163,8
2110,0151008116,5
2110,015216250x,8
2110,0345260627,10
2110,0345283554,10
2110,0345283929,10
2110,034528710x,10
2110,0345307674,10
2110,0345314255,10
2110,0345317580,10
2110,0345335287,10
2110,0345362276,10
2110,0345375580,10
2110,0345423038,6
2110,0373614845,6
2110,0373614896,7
2110,037361490x,5
2110,0373619472,7
2110,0373619499,7
2110,0373619502,7
2110,0373638078,9
2110,0373638167,9
2110,0373642849,6
2110,0373642857,6
2110,0373642911,7
2110,037364292x,7
2110,0373765649,8
2110,037379116x,8
2110,0380570009,10
2110,038513097x,7
2110,0394553284,7
2110,0394563131,7
2110,0394707745,8
2110,0394843509,10
2110,042516540x,8
2110,0439176824,8
2110,0439222303,10
2110,0439240700,10
2110,0440920221,6
2110,0441000150,10
2110,0441000762,9
2110,0451077237,8
2110,0451137965,9
2110,0486270718,10
2110,051512463x,8
2110,0515127396,8
2110,0515134384,5
2110,0515136557,3
2110,0553073273,9
2110,0590109715,10
2110,0590109960,10
2110,0590213040,10
2110,059035342x,10
2110,0590448285,8
2110,0590448315,8
2110,0590448323,8
2110,0590448595,8
2110,059045367x,8
2110,059046678x,10
2110,059047054x,7
2110,0590629778,10
2110,0590629786,10
2110,0590629794,10
2110,0590629808,10
2110,0590879979,9
2110,0590880748,6
2110,0590880780,7
2110,0590956159,8
2110,0671001868,8
2110,0671038931,8
2110,0671527215,9
2110,0671529714,7
2110,0671532642,8
2110,067166865x,10
2110,0671695304,10
2110,0671751174,10
2110,0671802283,8
2110,0671803530,8
2110,0679023755,8
2110,0679805265,10
2110,0679811761,10
2110,0688047211,1
2110,068808527x,8
2110,0698119916,8
2110,0743486625,10
2110,0786807555,7
2110,0786814241,8
2110,0803298145,9
2110,0806512318,6
2110,0807842613,9
2110,0812505042,10
2110,0886774500,9
2110,0898863538,8
2110,093317490x,7
2110,097089726x,10
2110,1558504184,8
2110,1561008931,7
2110,1565111575,10
2110,1570420564,10
2110,1572970944,6
2276,0020960808,10
2276,0030632366,9
2276,0061030643,8
2276,0061098353,8
2276,0061099155,9
2276,0071407944,7
2276,0131953621,8
2276,0133143023,9
2276,0139634479,6
2276,031209261x,10
2276,0312191952,9
2276,0312855486,10
2276,0312974728,9
2276,0312983220,8
2276,0312989385,10
2276,0340055383,9
2276,0340182563,9
2276,0345257448,8
2276,0345271335,10
2276,0345272463,9
2276,0345275187,9
2276,0345275497,10
2276,034528643x,8
2276,0345308476,9
2276,0345315642,10
2276,0345357620,8
2276,0345361407,7
2276,0345379144,10
2276,0345382447,7
2276,0345397371,8
2276,0345404793,9
2276,0345423615,9
2276,0345447867,9
2276,0345460693,9
2276,0380002930,9
2276,0380482800,3
2276,0380503026,8
2276,0380542625,10
2276,038072880x,9
2276,0380751682,5
2276,0380770210,8
2276,0385018681,8
2276,0385505833,5
2276,0393310477,7
2276,0394499026,5
2276,0395247764,10
2276,0399129723,8
2276,0399146725,10
2276,0425033260,7
2276,0425037967,8
2276,0425039048,9
2276,0425047253,10
2276,0425050424,9
2276,0425052990,4
2276,0425053008,5
2276,0425054578,6
2276,0425055272,10
2276,0425056023,9
2276,0425058190,8
2276,0425062856,8
2276,0425119653,8
2276,0425170470,10
2276,0425172546,9
2276,0425182908,4
2276,0440110602,8
2276,0440128757,8
2276,0440145465,10
2276,0440220793,7
2276,0440221471,10
2276,0440236673,10
2276,0440237424,6
2276,0440948754,9
2276,0441065848,10
2276,0441116868,9
2276,0441317502,9
2276,044173684x,8
2276,0446327085,9
2276,0446349461,9
2276,0446364622,8
2276,0446518220,10
2276,0446521612,5
2276,0446609323,9
2276,0446612790,10
2276,0446613681,8
2276,0446794031,7
2276,0446936383,10
2276,0449007383,10
2276,0449209695,10
2276,044921852x,9
2276,0449232085,9
2276,0449236714,8
2276,0449237842,10
2276,0449240886,5
2276,0449703274,10
2276,0449903001,9
2276,0451095847,5
2276,0451115589,7
2276,0451163710,10
2276,0451171845,9
2276,0451204891,9
2276,0451401905,5
2276,0451452305,10
2276,0451452941,10
2276,0451454081,10
2276,0451454499,5
2276,0451456726,10
2276,0451456734,10
2276,0451458990,9
2276,0451615492,9
2276,0451620372,10
2276,0460016989,7
2276,0515130125,10
2276,0515135747,7
2276,0534129064,8
2276,055302986x,9
2276,0553052691,10
2276,0553113925,8
2276,0553144286,8
2276,0553227041,5
2276,055323577x,7
2276,0553236679,9
2276,0553240307,10
2276,0553246089,8
2276,0553258311,6
2276,0553263226,10
2276,0553289640,6
2276,0553290797,8
2276,0553574582,7
2276,0553575538,10
2276,0553576801,8
2276,0553582526,9
2276,0553583468,10
2276,0553584510,9
2276,0553585118,10
2276,0553585681,10
2276,0671016768,8
2276,0671428306,5
2276,0671442260,7
2276,0671442686,10
2276,0671473905,9
2276,0671524313,10
2276,0671531360,9
2276,0671547305,9
2276,0671622358,7
2276,0671625810,9
2276,0671635743,9
2276,0671653601,9
2276,0671658875,10
2276,0671660632,5
2276,0671669583,9
2276,0671721178,10
2276,0671721224,9
2276,0671721542,9
2276,0671729446,5
2276,0671743872,5
2276,0671795988,7
2276,0671797050,10
2276,0671806769,7
2276,0671822896,7
2276,0671832867,7
2276,0671833367,7
2276,0671833987,8
2276,0671836927,9
2276,0671876015,10
2276,0679504885,8
2276,0684803976,10
2276,0684852802,9
2276,0743412753,9
2276,0743424387,6
2276,0756400147,10
2276,0756400619,8
2276,0758201931,10
2276,0786006579,7
2276,0805063897,10
2276,0812513711,8
2276,0812517725,8
2276,0812545540,7
2276,0812575962,10
2276,0812585151,5
2276,081287031x,9
2276,0812880145,8
2276,082171306x,6
2276,087216683x,4
2276,0872168026,5
2276,0878331824,10
2276,0882293613,10
2276,0882840185,8
2276,0886771897,10
2276,0886772222,10
2276,0886772559,10
2276,0886772850,10
2276,0886773199,10
2276,0886774632,10
2276,0886775167,10
2276,0886775639,10
2276,0886776120,10
2276,0886779200,8
2276,088950900x,3
2276,089529768x,8
2276,0897890272,10
2276,0931580366,8
2276,0965704637,7
2276,1556111401,6
2276,1556522347,8
2276,1559702125,4
2276,1559723009,10
2276,1562059513,10
2276,1893224902,10
3757,0140011749,7
3757,0198641583,8
3757,0330267140,6
3757,0340393130,7
3757,042509345x,7
3757,0586024409,7
3757,0807281859,9
3757,8401240107,7
3757,8401240220,6
3757,8401240239,7
3757,840124028x,6
3757,8401240298,7
3757,8401240301,7
3757,8401240379,7
3757,8401240409,6
3757,8401240417,7
3757,8401240425,6
3757,8401240484,7
3757,8401240514,7
3757,8401240557,7
3757,8401240662,7
3757,8401240689,6
3757,8401240697,7
3757,8401301548,9
3757,8401303761,6
3757,8401310245,6
3757,8401310253,5
3757,8401321786,8
3757,8401322863,7
3757,840132291x,7
3757,8401322995,7
3757,8401323282,7
3757,8401323657,8
3757,8401323967,7
3757,840132405x,8
3757,8401324734,7
3757,8401341744,9
3757,8401371716,7
3757,8401372178,6
3757,8401378117,6
3757,8401378435,8
3757,840138110x,9
3757,8401381630,9
3757,8401382041,8
3757,8401421640,6
3757,8401422248,9
3757,8401442222,7
3757,8401460212,7
3757,8401491029,7
3757,8401491568,8
3757,8401491851,7
3757,8401570018,6
3757,8401607892,8
3757,8401812542,6
3757,8402060633,7
3757,8402062148,8
3757,840206325x,6
3757,8403071981,7
3757,8403681011,7
3757,8408013025,7
3757,8408050133,7
3757,8420509515,7
3757,8420540366,6
3757,8420604488,7
3757,8420604666,8
3757,8420604690,8
3757,842060769x,7
3757,842061095x,7
3757,842061615x,7
3757,8420616249,6
3757,842061663x,8
3757,8420628409,5
3757,8420639508,8
3757,842063963x,8
3757,842063977x,8
3757,8422619202,9
3757,8422620197,7
3757,8422620200,8
3757,8422620936,6
3757,8422621266,7
3757,8422622157,5
3757,8422622424,7
3757,8422623013,8
3757,8422623064,7
3757,8422623145,7
3757,8422626330,7
3757,8422627310,6
3757,8422627868,7
3757,8422629283,6
3757,8422630214,8
3757,8422630745,7
3757,8422630796,7
3757,8422630931,6
3757,842263094x,7
3757,8422631334,7
3757,8422631342,6
3757,8422631520,7
3757,842263189x,7
3757,8422631911,6
3757,8422632128,7
3757,8422633345,9
3757,8422634716,7
3757,8422634872,7
3757,8422635496,7
3757,842263550x,7
3757,8422635518,7
3757,8422635526,7
3757,8422635534,7
3757,8422635542,8
3757,8422635550,7
3757,8422635569,7
3757,8422635577,7
3757,8422635585,7
3757,8422635593,8
3757,8422635607,7
3757,842263581x,6
3757,8422636093,7
3757,8422636123,7
3757,8422636220,6
3757,8422637685,8
3757,8422637782,7
3757,842263824x,7
3757,8422638304,8
3757,8422638452,7
3757,8422639041,6
3757,8422639130,8
3757,8422640457,7
3757,842264066x,7
3757,8422641135,7
3757,8422641321,6
3757,8422643553,7
3757,842264388x,7
3757,842264441x,7
3757,8422644452,7
3757,8422644762,8
3757,8422645246,8
3757,8422645327,7
3757,8422646048,7
3757,842264763x,7
3757,8422647672,7
3757,8422647761,6
3757,8422648563,5
3757,8422648601,7
3757,842264892x,8
3757,842264924i,7
3757,8422650711,7
3757,8422652889,7
3757,8422652897,7
3757,8422653168,7
3757,8422653265,5
3757,8422653273,7
3757,842265394x,7
3757,8422654032,7
3757,8422655802,7
3757,8422656035,7
3757,8422658097,5
3757,8422658267,7
3757,842265847x,8
3757,8422658739,7
3757,8422658798,8
3757,842265959x,7
3757,8422660342,7
3757,8422660423,7
3757,8422662213,7
3757,842266237x,8
3757,842266298i,8
3757,8422663538,8
3757,8422663961,6
3757,8422665816,8
3757,8422665875,7
3757,8422666030,7
3757,8422666774,8
3757,8422667673,8
3757,8422670852,7
3757,8422671255,7
3757,842267127i,7
3757,8422671891,7
3757,8422671972,4
3757,8422672138,7
3757,8422672979,8
3757,8422674491,8
3757,8422674877,7
3757,8422675463,7
3757,8422675498,7
3757,8422676133,8
3757,8422676389,8
3757,8422676915,7
3757,8422678268,7
3757,842267923x,7
3757,8422680319,8
3757,842268215x,8
3757,842268456x,8
3757,8422684608,7
3757,842268621x,8
3757,8422686325,8
3757,8423108562,7
3757,8423304256,8
3757,8423317374,7
3757,8423320219,7
3757,8423800037,7
3757,8423901564,8
3757,8423913074,8
3757,8423920240,7
3757,8423920399,7
3757,8423920518,8
3757,8424128540,7
3757,8424139070,8
3757,8424156277,8
3757,8425306647,6
3757,8425309506,8
3757,8425313279,7
3757,8425329604,7
3757,8425336880,6
3757,8425413699,7
3757,8425414296,7
3757,8425508355,7
3757,8426101720,5
3757,8426411487,9
3757,8426411886,7
3757,8427002564,5
3757,8427008767,7
3757,8427010990,6
3757,8427013477,7
3757,8427013736,7
3757,8427013744,7
3757,8427019696,6
3757,8427025645,7
3757,8427027702,6
3757,8427029489,7
3757,8427109245,4
3757,842720146x,7
3757,8427908040,7
3757,8428325529,7
3757,8428604630,8
3757,8431500433,8
3757,8431512075,7
3757,8432037311,7
3757,8432038237,7
3757,8432041971,7
3757,8432043559,5
3757,8432045667,6
3757,8432047368,8
3757,8432047759,7
3757,8432068012,8
3757,8432068020,7
3757,8432070157,7
3757,8432089079,6
3757,8432206008,6
3757,8432221538,7
3757,8432221643,7
3757,8432221651,8
3757,843222166x,7
3757,8432221678,7
3757,8432221686,7
3757,8432221694,7
3757,8432221708,7
3757,8432221716,7
3757,8432221724,7
3757,8432221732,7
3757,8432221740,7
3757,8432221759,7
3757,8432221767,7
3757,8432221775,7
3757,8432221783,7
3757,8432221791,7
3757,8432221805,7
3757,8432221821,7
3757,8432221848,7
3757,8432221856,7
3757,8432221864,7
3757,8432221872,8
3757,8432221899,7
3757,8432221902,7
3757,8432221910,7
3757,8432221929,7
3757,8432221937,7
3757,8432221945,7
3757,8432221961,8
3757,8432221996,8
3757,843222202x,7
3757,8432222038,8
3757,8432222046,7
3757,8432222054,7
3757,8432222062,7
3757,8432222070,7
3757,8432222089,7
3757,8432222097,7
3757,8432222100,8
3757,8432222127,7
3757,8432222135,7
3757,8432222143,7
3757,8432222151,7
3757,843222216x,7
3757,8432222178,7
3757,8432222186,7
3757,8432222194,8
3757,8432222208,7
3757,8432222216,6
3757,8432222224,7
3757,8432222232,8
3757,8432222240,7
3757,8432222259,7
3757,8432222267,6
3757,8432222275,7
3757,8432222283,7
3757,8432222291,8
3757,8432222305,6
3757,8432222313,7
3757,8432222321,7
3757,843222233x,7
3757,8432222348,7
3757,8432222356,7
3757,8432222380,7
3757,8432222399,7
3757,8432222402,7
3757,8432222410,7
3757,8432222429,7
3757,8432222437,7
3757,8432222445,7
3757,8432222453,7
3757,8432222461,7
3757,843222247x,7
3757,8432222488,7
3757,8432222496,8
3757,843222250x,8
3757,8432222518,7
3757,8432222526,7
3757,8432222542,7
3757,8432222550,7
3757,8432222569,7
3757,8432222577,7
3757,8432222585,7
3757,8432222593,7
3757,8432222615,7
3757,8432222623,7
3757,8432222631,7
3757,843222264x,7
3757,8432222658,7
3757,8432222666,7
3757,8432222674,7
3757,8432222682,6
3757,8432223364,8
3757,8432223372,7
3757,8432245925,7
3757,8432245933,6
3757,843229585x,7
3757,8432703518,8
3757,8433551175,7
3757,8433551396,7
3757,843355140x,7
3757,8433551531,6
3757,8433566431,7
3757,8434588811,7
3757,8434588838,6
3757,8434588846,7
3757,8434588854,7
3757,8434588870,7
3757,8434588897,7
3757,8434588927,7
3757,8434588943,7
3757,8434588951,6
3757,8435001792,7
3757,843500533x,6
3757,8435015173,7
3757,8436219120,5
3757,8437614023,8
3757,8439500041,7
3757,8439588534,7
3757,8439588550,7
3757,8439588585,7
3757,8439588925,7
3757,8440609191,7
3757,8440620136,7
3757,8440636342,7
3757,8440644124,7
3757,8440677219,8
3757,8441400156,7
3757,8441400733,5
3757,844140206x,7
3757,8441409439,7
3757,844507118i,8
3757,8445802682,7
3757,8447301826,7
3757,8447301834,7
3757,8447302075,7
3757,8447302083,7
3757,8447302091,7
3757,8447302105,6
3757,8447302113,7
3757,8447302237,7
3757,844730230x,7
3757,8447302318,6
3757,8449996171,7
3757,8466300570,7
3757,8466301240,7
3757,846630620x,8
3757,846660684x,6
3757,8470210386,7
3757,8470315889,7
3757,8470801015,7
3757,8471666391,7
3757,8472142418,7
3757,847223116x,7
3757,8472231496,8
3757,8472232212,8
3757,8472236145,6
3757,8472453723,7
3757,8472570118,5
3757,8473396413,6
3757,847386560x,7
3757,8474171539,6
3757,8474440556,8
3757,8474540054,6
3757,8474540097,6
3757,847454033x,7
3757,8474540422,7
3757,8474540453,7
3757,8474540488,7
3757,8474540526,8
3757,8474541050,8
3757,8474541131,7
3757,8474541425,8
3757,847454162x,8
3757,8474542960,7
3757,8474543010,7
3757,8474543339,7
3757,8475061052,7
3757,8475090362,8
3757,8475090451,8
3757,847509452x,6
3757,8475094791,7
3757,847509645x,7
3757,8475302548,7
3757,8475304605,7
3757,8475305016,7
3757,847530530x,7
3757,8475305644,7
3757,847530611x,7
3757,8475306179,7
3757,8475306675,7
3757,8475307140,7
3757,8475307620,7
3757,8475307825,7
3757,8475307892,7
3757,8475308074,7
3757,8475308139,7
3757,8475308244,7
3757,8475308791,7
3757,8475309283,7
3757,847530950x,7
3757,8475309844,7
3757,8475560490,8
3757,8475970028,7
3757,8475970044,7
3757,8476145462,7
3757,8476145616,6
3757,8476145950,7
3757,8476340591,7
3757,8476340648,7
3757,8476340656,7
3757,8476341199,7
3757,8476344309,7
3757,847640252x,7
3757,8476402651,7
3757,8477204055,8
3757,8477206384,6
3757,8477207348,6
3757,8477209804,7
3757,847748032x,7
3757,8477480397,7
3757,8477480567,7
3757,8478082441,7
3757,8478082875,9
3757,8478801960,7
3757,8478805265,8
3757,8478807276,7
3757,8478808183,8
3757,8479018682,7
3757,8479272929,6
3757,8479530006,7
3757,8479530936,7
3757,8479531487,7
3757,8479531584,6
3757,8479532076,6
3757,8479532165,7
3757,8479532777,6
3757,8479535008,6
3757,8479550597,8
3757,8485224159,7
3757,848522440x,7
3757,8485224574,7
3757,848522471x,6
3757,8485224752,5
3757,8485337344,6
3757,8485725166,6
3757,8485859944,7
3757,8486344166,5
3757,8486344913,5
3757,8486411238,7
3757,8486639158,7
3757,8486639352,6
3757,8486639522,7
3757,8486639646,7
3757,8486763080,7
3757,848718734x,8
3757,8487201008,4
3757,8487403220,7
3757,8487746187,7
3757,8487746195,6
3757,8488242964,6
3757,8495787555,5
3757,8497932145,7
3757,8870090345,7
3757,9501505219,8
3757,9681500601,9
3757,9684035950,7
3757,9684322046,7
3757,9686001042,8
3757,9688232475,5
4017,006000438x,10
4017,0060175966,9
4017,0060517794,10
4017,0060915544,8
4017,0060923202,9
4017,0060926201,9
4017,0060926465,7
4017,0060929871,9
4017,0060930187,10
4017,006093090x,10
4017,0060956291,10
4017,0060964049,9
4017,0060977191,9
4017,0060984333,10
4017,006251184x,10
4017,0064401774,10
4017,0066209463,10
4017,0140042598,10
4017,0140070206,10
4017,0140244824,10
4017,014028009x,9
4017,015600710x,10
4017,0156007754,9
4017,0156907399,9
4017,0231121008,10
4017,0312032978,5
4017,0312093004,9
4017,0312150601,5
4017,0312169868,9
4017,0312186886,8
4017,0312187106,9
4017,0312187343,10
4017,0312243111,10
4017,0312283474,9
4017,0316096199,10
4017,0316169226,10
4017,0316666343,10
4017,0316691178,10
4017,0316789844,10
4017,0316899984,5
4017,0345386574,10
4017,0345389247,10
4017,0345403339,8
4017,0345410289,9
4017,0345410394,9
4017,0345410424,9
4017,0345423097,10
4017,0345423291,9
4017,0345424719,10
4017,0345433491,9
4017,0345443284,10
4017,0375406530,10
4017,0375411550,10
4017,0375412557,10
4017,0375500510,10
4017,0375701966,9
4017,037570504x,10
4017,0375705856,9
4017,0375707972,10
4017,0375724443,10
4017,0375726624,9
4017,0380005239,10
4017,0380728826,6
4017,038072975x,8
4017,0380729768,8
4017,0380730138,9
4017,0380732149,9
4017,0380820145,9
4017,0385265700,9
4017,0385314256,9
4017,0385317042,10
4017,0385318782,8
4017,0385319207,10
4017,0385333293,8
4017,038533334x,10
4017,0385486804,10
4017,0385502532,9
4017,0393029603,10
4017,0393956539,10
4017,0394563158,10
4017,0395859972,9
4017,0395908728,8
4017,0395977711,9
4017,0399142789,10
4017,0399145079,9
4017,0425168700,8
4017,0425184757,10
4017,0446310786,10
4017,0446516538,7
4017,0446677450,10
4017,0449002985,8
4017,0449911004,8
4017,0451184149,6
4017,0452260116,9
4017,0452264790,5
4017,0452271045,9
4017,0452280621,10
4017,0452280699,10
4017,0452282098,8
4017,0452282438,9
4017,0452282829,10
4017,0452283167,9
4017,0520222571,10
4017,0609608738,10
4017,067003178x,5
4017,0670887315,10
4017,0670892963,8
4017,0671038184,10
4017,0671510053,10
4017,0671748092,10
4017,0679411267,10
4017,0679414614,9
4017,0679416730,9
4017,0679723056,9
4017,0679723692,9
4017,0679755624,8
4017,067976402x,10
4017,0679774025,8
4017,0679781587,9
4017,068480087x,10
4017,068484267x,10
4017,068484270x,10
4017,068484477x,5
4017,0684852047,8
4017,0688176992,10
4017,0688177859,7
4017,0743227840,10
4017,0743411358,10
4017,0743439740,10
4017,0786860219,9
4017,0786866470,9
4017,0786869011,9
4017,0786884622,9
4017,0802131867,9
4017,0802136265,8
4017,0802138578,9
4017,0805031871,8
4017,0812968344,5
4017,0871138328,7
4017,0914913360,10
4017,0965036022,5
4017,096521365x,8
4017,1400061598,10
4017,1558746161,10
4017,1559704640,10
4017,1565122437,7
4017,1565122968,10
4017,1569470901,9
4017,1571310169,10
4017,1571740562,10
4017,1573225789,9
4017,1573228281,9
4017,1582340765,5
4017,1878067990,8
4017,1879941201,5
4017,b00007d03n,10
4385,0061083402,10
4385,0061093343,9
4385,0061096156,10
4385,0312956762,10
4385,0312980353,10
4385,0345446100,10
4385,0373024665,10
4385,0373025920,10
4385,0373032072,10
4385,0373035101,10
4385,0373051921,10
4385,0373072422,10
